publication_year,reference,pubtype,ocean,ocean_region,hemisphere,lat,long,size_km2,notes.geo,year_start,year_end,timespan,years_data,sampling_frequency,note.time,taxa,group,species_name,common_name,depth_category,lifestage,trophic,range_edge,species_type,number_species,note.spp,detailobs,measurement_type,direction_change,decadal_change_kmperdecade,decadal unit,metric_source,note.bio,consistent_with_climatechange,VelocityofClimateChange_kmperdec,exploited,LifeHistoryDevelopment,Nonclimatic_factors_analysed
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Hoplostethus cadenati,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Non-bony fish,Taxa,Raja confundens,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Stomias boa,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Sufflogobius bibarbatus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Symbolophorus boops,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Trachurus capensis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Trachyrincus scabrus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Triplophos hemingi,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Arius parkii,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,216.7407322,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Chelidonichthys capensis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,861.0530771,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Chloroscombrus chrysurus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,-1,-68.4865624,km,Given in manuscript or supplementary material,Digitised from figures,Opposite to expected,1000,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Dentex macropthalmus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,383.5555299,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Dicologoglosa cuneata,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,335.6457167,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Epinephelus aeneus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,-1,-99.95960062,km,Given in manuscript or supplementary material,Digitised from figures,Opposite to expected,1000,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Gadela imberbis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,164.8910179,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Hopolostethus atlanticus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,95.26557781,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Cephalopod,Taxa,Ilex coindetii,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,123.9991535,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Lithognathus mormyrus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,142.9907081,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Malacocephalus laevis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,181.3124026,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Psuedotolithus senegalensis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,123.9991535,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-11.6,13.6,NA,,1985,2010,26,26,Continuous,,Non-bony fish,Taxa,Raja miraletus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Angola,Centroid,Abund.,1,85.8467517,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,1000,Not exploited,Meroplanktonic,No
